statement_id,witness_id,stage,raw_text,cleaned_text,entity_person,entity_time,entity_location,entity_event,text_similarity_score,time_inconsistency_flag,location_inconsistency_flag,entity_contradiction_flag,risk_level,preparedness_level
S174,W01,examination,"At what time did you reach Kardampuri, Nala Road? We reached there at about 8 pm.","at what time did you reach kardampuri, nala road? we reached there at about 8 pm.",[],[],[],[],,,,,,
S175,W01,examination,What did you observe near Nala Road? We saw a boy walking fast and apprehended him.,what did you observe near nala road? we saw a boy walking fast and apprehended him.,[],[],[],[],,,,,,
S176,W01,examination,"Were you threatened before the accused took your money? Yes, I was threatened with false implication.","were you threatened before the accused took your money? yes, i was threatened with false implication.",[],[],[],[],,,,,,
S177,W01,examination,What happened to your money during the incident? The accused took my money from my pocket.,what happened to your money during the incident? the accused took my money from my pocket.,[],[],[],[],,,,,,
S178,W01,examination,"Did your initial complaint mention any wrongful confinement? Yes, my initial complaint said I was wrongfully confined.","did your initial complaint mention any wrongful confinement? yes, my initial complaint said i was wrongfully confined.",[],[],[],[],,,,,,
S179,W01,examination,When did you discover the cheques were lost? I found that 5-6 cheques were lost in August-September 2017.,when did you discover the cheques were lost? i found that 5-6 cheques were lost in august-september 2017.,[],[],[],[],,,,,,
S180,W01,cross_examination,What does the lost article report state about the date of cheque loss? The report says 29.10.2017.,what does the lost article report state about the date of cheque loss? the report says 29.10.2017.,[],[],[],[],,,,,,
S181,W01,cross_examination,Did you explain why you delayed reporting? I did not explain why I waited one month to give the report.,did you explain why you delayed reporting? i did not explain why i waited one month to give the report.,[],[],[],[],,,,,,
S182,W03,examination,Where were you at the time of the incident? I was returning from the market near the village pond.,where were you at the time of the incident? i was returning from the market near the village pond.,[],[],[],[],,,,,,
S183,W03,examination,What did you see near the village pond? I saw the accused quarreling with and assaulting the deceased.,what did you see near the village pond? i saw the accused quarreling with and assaulting the deceased.,[],[],[],[],,,,,,
S184,W03,examination,What weapon was used in the assault? The accused assaulted the deceased with a wooden stick.,what weapon was used in the assault? the accused assaulted the deceased with a wooden stick.,[],[],[],[],,,,,,
S185,W03,cross_examination,"Was the lighting sufficient at the place of occurrence? No, there was poor lighting near the pond.","was the lighting sufficient at the place of occurrence? no, there was poor lighting near the pond.",[],[],[],[],,,,,,
S186,W03,cross_examination,"Were other villagers present at the spot? Yes, several villagers had gathered there.","were other villagers present at the spot? yes, several villagers had gathered there.",[],[],[],[],,,,,,
S187,W05,examination,How did you reach the place of occurrence? I reached the spot after hearing shouts from villagers.,how did you reach the place of occurrence? i reached the spot after hearing shouts from villagers.,[],[],[],[],,,,,,
S188,W05,examination,What did you see when you reached the spot? I saw the injured lying on the ground.,what did you see when you reached the spot? i saw the injured lying on the ground.,[],[],[],[],,,,,,
S189,W05,examination,What happened to the injured thereafter? The injured was taken to the hospital by villagers.,what happened to the injured thereafter? the injured was taken to the hospital by villagers.,[],[],[],[],,,,,,
S190,W05,cross_examination,"Did you witness the actual assault? No, I did not witness the actual assault.","did you witness the actual assault? no, i did not witness the actual assault.",[],[],[],[],,,,,,
S191,W05,cross_examination,How did you know about the accused’s involvement? I came to know about it from other persons present there.,how did you know about the accused’s involvement? i came to know about it from other persons present there.,[],[],[],[],,,,,,
S192,W01,examination,At what time did the occurrence take place? The occurrence took place at about 9:00 PM.,at what time did the occurrence take place? the occurrence took place at about 9:00 pm.,[],[],[],[],,,,,,
S193,W01,examination,When was the FIR lodged? The FIR was lodged the next morning at about 10:00 AM.,when was the fir lodged? the fir was lodged the next morning at about 10:00 am.,[],[],[],[],,,,,,
S194,W01,examination,Why did you not lodge the FIR immediately? I was frightened and confused after the incident.,why did you not lodge the fir immediately? i was frightened and confused after the incident.,[],[],[],[],,,,,,
S195,W01,cross_examination,How far is the police station from the place of occurrence? The police station is about two kilometers away.,how far is the police station from the place of occurrence? the police station is about two kilometers away.,[],[],[],[],,,,,,
S196,W06,examination,What relationship do you have with the deceased Ambily? She was my daughter-in-law and also closely related to me.,what relationship do you have with the deceased ambily? she was my daughter-in-law and also closely related to me.,[],[],[],[],,,,,,
S197,W06,examination,Where were the accused and deceased residing at the time of incident? They were residing in our house along with family members.,where were the accused and deceased residing at the time of incident? they were residing in our house along with family members.,[],[],[],[],,,,,,
S198,W06,examination,What did you hear on the night of the incident? I heard groans and grunts from the room occupied by the accused and the deceased.,what did you hear on the night of the incident? i heard groans and grunts from the room occupied by the accused and the deceased.,[],[],[],[],,,,,,
S199,W06,examination,What did you see when you went near the room? I found Ambily engulfed in fire and the accused was not present in the room.,what did you see when you went near the room? i found ambily engulfed in fire and the accused was not present in the room.,[],[],[],[],,,,,,
S200,W06,examination,What did you do after seeing the victim on fire? I attempted to douse the fire and the victim was taken to the hospital.,what did you do after seeing the victim on fire? i attempted to douse the fire and the victim was taken to the hospital.,[],[],[],[],,,,,,
S201,W06,cross_examination,"Did you give a statement implicating the accused earlier? Yes, I had given such a statement earlier but I retract it now.","did you give a statement implicating the accused earlier? yes, i had given such a statement earlier but i retract it now.",[],[],[],[],,,,,,
S202,W06,cross_examination,Did you give a statement before a Magistrate under Section 164 Cr.P.C.? I signed it but it was given under threat and coercion.,did you give a statement before a magistrate under section 164 cr.p.c.? i signed it but it was given under threat and coercion.,[],[],[],[],,,,,,
S203,W07,examination,"Did you notice any dispute between the accused and the deceased? No, I did not notice any serious dispute between them.","did you notice any dispute between the accused and the deceased? no, i did not notice any serious dispute between them.",[],[],[],[],,,,,,
S204,W03,examination,Why did you submit a written report to the police? I was not satisfied with the earlier report and suspected foul play.,why did you submit a written report to the police? i was not satisfied with the earlier report and suspected foul play.,[],[],[],[],,,,,,
S205,W03,examination,"On what date did you submit the written report? I submitted the written report on 13th May, 1990.","on what date did you submit the written report? i submitted the written report on 13th may, 1990.",[],[],[],[],,,,,,
S206,W03,examination,Where had you gone on the day of the incident? I had gone to the Jatra fete at village Jhinjri for selling sweets.,where had you gone on the day of the incident? i had gone to the jatra fete at village jhinjri for selling sweets.,[],[],[],[],,,,,,
S207,W03,examination,Who accompanied you to the Jatra fete? I went along with my son Gajendra.,who accompanied you to the jatra fete? i went along with my son gajendra.,[],[],[],[],,,,,,
S208,W03,examination,At what time did you leave for your home? We left for our home at about 7:00 p.m.,at what time did you leave for your home? we left for our home at about 7:00 p.m.,[],[],[],[],,,,,,
S209,W03,examination,"Who were accompanying you while returning home? Ashok Sahu, Khakhandu Sahu and Jatan Sahu were accompanying us.","who were accompanying you while returning home? ashok sahu, khakhandu sahu and jatan sahu were accompanying us.",[],[],[],[],,,,,,
S210,W03,examination,Where were you when the assailants confronted you? We were at Dumphu at about 7:30 p.m.,where were you when the assailants confronted you? we were at dumphu at about 7:30 p.m.,[],[],[],[],,,,,,
S211,W03,examination,How many assailants came in front of you and what were they armed with? Four to five men came armed with wooden sticks and hockey sticks.,how many assailants came in front of you and what were they armed with? four to five men came armed with wooden sticks and hockey sticks.,[],[],[],[],,,,,,
S212,W03,examination,What caused your son to fall from the bicycle? One assailant inserted a stick into the wheel of his bicycle.,what caused your son to fall from the bicycle? one assailant inserted a stick into the wheel of his bicycle.,[],[],[],[],,,,,,
S213,W03,examination,What did the assailants do after your son fell down? They caught hold of him and dragged him towards a nearby pit.,what did the assailants do after your son fell down? they caught hold of him and dragged him towards a nearby pit.,[],[],[],[],,,,,,
S214,W03,examination,Why did you and others step back instead of following them? We were threatened with death and stepped back out of fear.,why did you and others step back instead of following them? we were threatened with death and stepped back out of fear.,[],[],[],[],,,,,,
S215,W03,examination,"Did you hear your son shouting during the assault? Yes, I heard him shouting “Don’t beat me, leave me Aditya, leave me Suresh.”","did you hear your son shouting during the assault? yes, i heard him shouting “don’t beat me, leave me aditya, leave me suresh.”",[],[],[],[],,,,,,
S216,W03,examination,"Were you able to save your son? No, being old, infirm and having weak eyesight, I could not save him.","were you able to save your son? no, being old, infirm and having weak eyesight, i could not save him.",[],[],[],[],,,,,,
S217,W03,examination,What condition was your son found in after the assailants left? He was lying soaked in blood with heavy bleeding from his forehead.,what condition was your son found in after the assailants left? he was lying soaked in blood with heavy bleeding from his forehead.,[],[],[],[],,,,,,
S218,W03,examination,"Did your son name the assailants after the incident? Yes, he stated that Suresh and Aditya along with others had beaten him.","did your son name the assailants after the incident? yes, he stated that suresh and aditya along with others had beaten him.",[],[],[],[],,,,,,
S219,W03,examination,"Where was your son taken after the incident? He was taken to R.M.C.H., Ranchi.","where was your son taken after the incident? he was taken to r.m.c.h., ranchi.",[],[],[],[],,,,,,
S220,W03,examination,"What happened to your son at the hospital? He died on 12th May, 1990.","what happened to your son at the hospital? he died on 12th may, 1990.",[],[],[],[],,,,,,
S221,W03,examination,"Was a post-mortem conducted on the body? Yes, a post-mortem examination was conducted.","was a post-mortem conducted on the body? yes, a post-mortem examination was conducted.",[],[],[],[],,,,,,
S222,W03,examination,What was the motive behind the assault according to you? There was enmity due to a pending employment dispute related to land acquisition.,what was the motive behind the assault according to you? there was enmity due to a pending employment dispute related to land acquisition.,[],[],[],[],,,,,,
S223,W01,examination,"Were you present at the scene of the incident? Yes, I was present at the spot when the assault took place.","were you present at the scene of the incident? yes, i was present at the spot when the assault took place.",[],[],[],[],,,,,,
S224,W01,examination,What did you see the accused doing? I saw the accused firing at the deceased with a firearm.,what did you see the accused doing? i saw the accused firing at the deceased with a firearm.,[],[],[],[],,,,,,
S225,W01,examination,"Was there sufficient light to identify the accused? Yes, there was sufficient light and I could clearly identify him.","was there sufficient light to identify the accused? yes, there was sufficient light and i could clearly identify him.",[],[],[],[],,,,,,
S226,W01,examination,"Did you have any enmity with the accused? No, I had no prior enmity with the accused.","did you have any enmity with the accused? no, i had no prior enmity with the accused.",[],[],[],[],,,,,,
S227,W02,examination,"Did you witness the incident? Yes, I witnessed the accused assaulting the deceased.","did you witness the incident? yes, i witnessed the accused assaulting the deceased.",[],[],[],[],,,,,,
S228,W02,examination,"Did you immediately inform the police? No, I did not inform the police immediately due to fear.","did you immediately inform the police? no, i did not inform the police immediately due to fear.",[],[],[],[],,,,,,
S229,W02,examination,Where were you positioned during the incident? I was standing at a short distance from the place of occurrence.,where were you positioned during the incident? i was standing at a short distance from the place of occurrence.,[],[],[],[],,,,,,
S230,W02,cross_examination,Why did you not intervene during the assault? I was frightened and feared for my own safety.,why did you not intervene during the assault? i was frightened and feared for my own safety.,[],[],[],[],,,,,,
S231,W06,examination,Which case was registered on the basis of your fardbeyan? Sonbarsa P.S. Case No. 56 of 1994 was registered.,which case was registered on the basis of your fardbeyan? sonbarsa p.s. case no. 56 of 1994 was registered.,[],[],[],[],,,,,,
S232,W06,examination,"Under which sections were the offences initially registered? Sections 147, 148, 149, 324, 307 IPC, Section 27 of Arms Act and Sections 3/4 of Explosive Substances Act.","under which sections were the offences initially registered? sections 147, 148, 149, 324, 307 ipc, section 27 of arms act and sections 3/4 of explosive substances act.",[],[],[],[],,,,,,
S233,W06,examination,"Why was Section 302 IPC later added to the case? Because the victim later died, Section 302 IPC was added by court order.","why was section 302 ipc later added to the case? because the victim later died, section 302 ipc was added by court order.",[],[],[],[],,,,,,
S234,W06,examination,At what time was your fardbeyan recorded? My fardbeyan was recorded at about 11:35 AM.,at what time was your fardbeyan recorded? my fardbeyan was recorded at about 11:35 am.,[],[],[],[],,,,,,
S235,W06,examination,What were you and your son doing in the morning of 02.07.1994? We were uprooting seeds for sowing millet.,what were you and your son doing in the morning of 02.07.1994? we were uprooting seeds for sowing millet.,[],[],[],[],,,,,,
S236,W06,examination,What incident occurred in the paddy field? Accused Ramchandra Rai took his cattle through our paddy field which was objected to by my son.,what incident occurred in the paddy field? accused ramchandra rai took his cattle through our paddy field which was objected to by my son.,[],[],[],[],,,,,,
S237,W06,examination,What was the reaction of accused Ramchandra Rai to the objection? He abused my son and entered into an altercation.,what was the reaction of accused ramchandra rai to the objection? he abused my son and entered into an altercation.,[],[],[],[],,,,,,
S238,W06,examination,"What happened when your son was returning with food for labourers? When he reached near a tree, Ramchandra Rai opened fire with his pistol.","what happened when your son was returning with food for labourers? when he reached near a tree, ramchandra rai opened fire with his pistol.",[],[],[],[],,,,,,
S239,W06,examination,Where did the firearm injury hit the deceased? The firearm injury hit his right elbow.,where did the firearm injury hit the deceased? the firearm injury hit his right elbow.,[],[],[],[],,,,,,
S240,W06,examination,What act was committed by Pramod Rai? Pramod Rai hurled a bomb causing injury to the stomach of the deceased.,what act was committed by pramod rai? pramod rai hurled a bomb causing injury to the stomach of the deceased.,[],[],[],[],,,,,,
S241,W06,examination,What further act was committed by Ramchandra Rai? He again fired a shot with his pistol.,what further act was committed by ramchandra rai? he again fired a shot with his pistol.,[],[],[],[],,,,,,
S242,W06,examination,"Who were present at the place of occurrence? Gajendra Rai, Raj Kishore Rai, Chandeshwar Rai and Umesh Rai were standing there.","who were present at the place of occurrence? gajendra rai, raj kishore rai, chandeshwar rai and umesh rai were standing there.",[],[],[],[],,,,,,
S243,W06,examination,"What happened when Ram Dayal Rai tried to save the deceased? On exhortation, Umesh Rai hurled a bomb at him, but he escaped.","what happened when ram dayal rai tried to save the deceased? on exhortation, umesh rai hurled a bomb at him, but he escaped.",[],[],[],[],,,,,,
S244,W06,examination,What was the motive for the occurrence according to you? There was a dispute over drainage of water for which a panchayati was held 10 days earlier.,what was the motive for the occurrence according to you? there was a dispute over drainage of water for which a panchayati was held 10 days earlier.,[],[],[],[],,,,,,
S245,W01,examination,On what date and time did the incident occur? On 30.07.2009 at about 12:45 hours.,on what date and time did the incident occur? on 30.07.2009 at about 12:45 hours.,[],[],[],[],,,,,,
S246,W01,examination,How was the deceased allegedly killed? The accused strangulated him using a kerchief and squeezed his throat.,how was the deceased allegedly killed? the accused strangulated him using a kerchief and squeezed his throat.,[],[],[],[],,,,,,
S247,W01,examination,What offence was registered against the accused? An offence under Section 302 IPC was registered.,what offence was registered against the accused? an offence under section 302 ipc was registered.,[],[],[],[],,,,,,
S248,W01,examination,What is the relationship between PW.1 and the accused? PW.1 is the wife of the accused and mother of the deceased.,what is the relationship between pw.1 and the accused? pw.1 is the wife of the accused and mother of the deceased.,[],[],[],[],,,,,,
S249,W02,examination,What did PW.2 witness while returning from his shop? He saw the accused sitting on the chest of the deceased and strangulating him with a kerchief.,what did pw.2 witness while returning from his shop? he saw the accused sitting on the chest of the deceased and strangulating him with a kerchief.,[],[],[],[],,,,,,
S250,W02,examination,What did the accused do after seeing PW.2? The accused ran away from the scene.,what did the accused do after seeing pw.2? the accused ran away from the scene.,[],[],[],[],,,,,,
S251,W02,examination,"Who took the deceased to the hospital? PW.2 took the deceased to PW.4, the RMP doctor.","who took the deceased to the hospital? pw.2 took the deceased to pw.4, the rmp doctor.",[],[],[],[],,,,,,
S252,W04,examination,What was the condition of the deceased when brought to the hospital? He was brought dead with a ligature mark on his neck.,what was the condition of the deceased when brought to the hospital? he was brought dead with a ligature mark on his neck.,[],[],[],[],,,,,,
S253,W14,examination,"Who registered the FIR in this case? PW.14, the Assistant Sub-Inspector of Police.","who registered the fir in this case? pw.14, the assistant sub-inspector of police.",[],[],[],[],,,,,,
S254,W14,examination,What was the crime number assigned? Crime No. 158 of 2009.,what was the crime number assigned? crime no. 158 of 2009.,[],[],[],[],,,,,,
S255,W14,examination,What documents were prepared at the scene of offence? Rough sketch Ex.P7 and scene panchanama Ex.P6 were prepared.,what documents were prepared at the scene of offence? rough sketch ex.p7 and scene panchanama ex.p6 were prepared.,[],[],[],[],,,,,,
S256,W15,examination,What was done after taking over investigation? Inquest was conducted and the body sent for autopsy.,what was done after taking over investigation? inquest was conducted and the body sent for autopsy.,[],[],[],[],,,,,,
S257,W15,examination,What material object was seized from the accused? MO.3 kerchief was seized.,what material object was seized from the accused? mo.3 kerchief was seized.,[],[],[],[],,,,,,
S258,W13,examination,What injuries were found during post-mortem? Four injuries were found on the body.,what injuries were found during post-mortem? four injuries were found on the body.,[],[],[],[],,,,,,
S259,W13,examination,What was the cause of death? Death was due to strangulation.,what was the cause of death? death was due to strangulation.,[],[],[],[],,,,,,
S260,W13,examination,"Did the doctor specify whether injuries were ante-mortem? No, it was not specified.","did the doctor specify whether injuries were ante-mortem? no, it was not specified.",[],[],[],[],,,,,,
S261,W09,cross_examination,"Did the house of PW.1 have a window? No, the house of PW.1 had no window.","did the house of pw.1 have a window? no, the house of pw.1 had no window.",[],[],[],[],,,,,,
S262,W02,cross_examination,How did you witness the incident if there was no window? He claimed to have peeped through a window.,how did you witness the incident if there was no window? he claimed to have peeped through a window.,[],[],[],[],,,,,,
S263,W01,cross_examination,"Did PW.1 hand over the kerchief to police? Yes, she stated she handed over the kerchief.","did pw.1 hand over the kerchief to police? yes, she stated she handed over the kerchief.",[],[],[],[],,,,,,
S264,W01,cross_examination,"Was it suggested that PW.1 and PW.2 strangulated the deceased? Yes, the defence suggested this, which PW.1 denied.","was it suggested that pw.1 and pw.2 strangulated the deceased? yes, the defence suggested this, which pw.1 denied.",[],[],[],[],,,,,,
S265,W02,examination,Who informed the police about the incident? I informed the police after suspecting my daughter was locked in the bathroom.,who informed the police about the incident? i informed the police after suspecting my daughter was locked in the bathroom.,[],[],[],[],,,,,,
S266,W02,examination,What did the accused say when asked to open the bathroom door? He said he had murdered my daughter and would not open the door.,what did the accused say when asked to open the bathroom door? he said he had murdered my daughter and would not open the door.,[],[],[],[],,,,,,
S267,W02,examination,What was found when the bathroom door was opened? The dead body of my daughter was found in a pool of blood in the bathtub.,what was found when the bathroom door was opened? the dead body of my daughter was found in a pool of blood in the bathtub.,[],[],[],[],,,,,,
S268,W02,examination,"Was the accused present at the scene? Yes, the accused was found inside the bathroom holding a blood-stained knife.","was the accused present at the scene? yes, the accused was found inside the bathroom holding a blood-stained knife.",[],[],[],[],,,,,,
S269,W04,examination,What information was recorded in the DD entry? Information was received that the tutor had confined a girl in the bathroom and was not opening the door.,what information was recorded in the dd entry? information was received that the tutor had confined a girl in the bathroom and was not opening the door.,[],[],[],[],,,,,,
S270,W04,examination,At what time was the DD entry recorded? At about 11:20 PM on 19.04.1999.,at what time was the dd entry recorded? at about 11:20 pm on 19.04.1999.,[],[],[],[],,,,,,
S271,W09,examination,What was the cause of death of the deceased? Death was due to shock resulting from multiple incised injuries.,what was the cause of death of the deceased? death was due to shock resulting from multiple incised injuries.,[],[],[],[],,,,,,
S272,W09,examination,Were the injuries ante-mortem or post-mortem? All injuries were ante-mortem in nature.,were the injuries ante-mortem or post-mortem? all injuries were ante-mortem in nature.,[],[],[],[],,,,,,
S273,W09,examination,"Could the injuries be caused by the recovered knife? Yes, injuries could have been caused by the knife recovered from the accused.","could the injuries be caused by the recovered knife? yes, injuries could have been caused by the knife recovered from the accused.",[],[],[],[],,,,,,
S274,W12,examination,What did you photograph at the scene of offence? I photographed the dead body and the bathroom where it was found.,what did you photograph at the scene of offence? i photographed the dead body and the bathroom where it was found.,[],[],[],[],,,,,,
S275,W18,examination,What action did you take at the scene of offence? I broke open the bathroom door and found the accused with a knife near the dead body.,what action did you take at the scene of offence? i broke open the bathroom door and found the accused with a knife near the dead body.,[],[],[],[],,,,,,
S276,W18,examination,"What articles were seized from the accused? A knife, shirt, and vest worn by the accused were seized.","what articles were seized from the accused? a knife, shirt, and vest worn by the accused were seized.",[],[],[],[],,,,,,
S277,W18,examination,"Was the FIR registered based on the informant’s statement? Yes, FIR No. 235/1999 was registered based on the statement of Anil Garg.","was the fir registered based on the informant’s statement? yes, fir no. 235/1999 was registered based on the statement of anil garg.",[],[],[],[],,,,,,
S278,W02,cross_examination,"Did you attempt to break the bathroom door before police arrived? No, we waited for the police to arrive.","did you attempt to break the bathroom door before police arrived? no, we waited for the police to arrive.",[],[],[],[],,,,,,
S279,W09,cross_examination,"Is it possible that injuries were caused by more than one weapon? Yes, it is possible.","is it possible that injuries were caused by more than one weapon? yes, it is possible.",[],[],[],[],,,,,,
S280,W18,cross_examination,"Were the broken buttons of the accused’s shirt recovered? No, the broken buttons were not recovered.","were the broken buttons of the accused’s shirt recovered? no, the broken buttons were not recovered.",[],[],[],[],,,,,,
S281,W25,examination,What information did you receive on 22.08.2002? A public person informed that two persons were stabbing a man near Haryana Emporium.,what information did you receive on 22.08.2002? a public person informed that two persons were stabbing a man near haryana emporium.,[],[],[],[],,,,,,
S282,W25,examination,What did you see on reaching the spot? I saw two accused holding knives and stabbing the deceased.,what did you see on reaching the spot? i saw two accused holding knives and stabbing the deceased.,[],[],[],[],,,,,,
S283,W25,examination,What did the accused do on seeing police? They tried to flee from the spot.,what did the accused do on seeing police? they tried to flee from the spot.,[],[],[],[],,,,,,
S284,W25,examination,What was recovered from the accused? One blood-stained knife from each accused.,what was recovered from the accused? one blood-stained knife from each accused.,[],[],[],[],,,,,,
S285,W17,examination,"Were you present with PW-25 during patrolling? Yes, I was patrolling with ASI Suresh Chand.","were you present with pw-25 during patrolling? yes, i was patrolling with asi suresh chand.",[],[],[],[],,,,,,
S286,W17,examination,What did you witness at the scene? The accused were stabbing the deceased with knives.,what did you witness at the scene? the accused were stabbing the deceased with knives.,[],[],[],[],,,,,,
S287,W17,examination,What was the condition of the accused? Their clothes were stained with blood.,what was the condition of the accused? their clothes were stained with blood.,[],[],[],[],,,,,,
S288,W04,examination,What did you do on hearing alarm calls? I chased and apprehended accused Ramesh Kumar.,what did you do on hearing alarm calls? i chased and apprehended accused ramesh kumar.,[],[],[],[],,,,,,
S289,W04,examination,What was recovered from the accused? A blood-stained knife was recovered from his hand.,what was recovered from the accused? a blood-stained knife was recovered from his hand.,[],[],[],[],,,,,,
S290,W16,examination,Whom did you apprehend? I apprehended co-accused Raja Ram near the mosque.,whom did you apprehend? i apprehended co-accused raja ram near the mosque.,[],[],[],[],,,,,,
S291,W16,examination,What was found with him? He was holding a blood-stained knife.,what was found with him? he was holding a blood-stained knife.,[],[],[],[],,,,,,
S292,W21,examination,How many injuries were found on the deceased? Eight ante-mortem injuries were found.,how many injuries were found on the deceased? eight ante-mortem injuries were found.,[],[],[],[],,,,,,
S293,W21,examination,What was the cause of death? Death was due to haemorrhagic shock caused by injuries.,what was the cause of death? death was due to haemorrhagic shock caused by injuries.,[],[],[],[],,,,,,
S294,W21,examination,"Were the injuries sufficient to cause death? Yes, injuries were sufficient in the ordinary course of nature.","were the injuries sufficient to cause death? yes, injuries were sufficient in the ordinary course of nature.",[],[],[],[],,,,,,
S295,W25,cross_examination,Were public witnesses joined at the spot? No public witness agreed to join investigation.,were public witnesses joined at the spot? no public witness agreed to join investigation.,[],[],[],[],,,,,,
S296,W17,cross_examination,"Were there people present at the scene? Yes, but none agreed to join.","were there people present at the scene? yes, but none agreed to join.",[],[],[],[],,,,,,
S297,W04,cross_examination,"Was the accused apprehended immediately? Yes, during chase from the spot.","was the accused apprehended immediately? yes, during chase from the spot.",[],[],[],[],,,,,,
S298,W02,examination,"Where were you at the time of the incident? I was outside my house in Gali No.300, Jahangir Puri.","where were you at the time of the incident? i was outside my house in gali no.300, jahangir puri.",[],[],[],[],,,,,,
S299,W02,examination,What was the dispute before the incident? There was an altercation regarding teasing of Satpal’s daughter.,what was the dispute before the incident? there was an altercation regarding teasing of satpal’s daughter.,[],[],[],[],,,,,,
S300,W02,examination,"Who came to the spot during the quarrel? Shri Kishan, his son Sunil, Babu Ram and Ravinder came.","who came to the spot during the quarrel? shri kishan, his son sunil, babu ram and ravinder came.",[],[],[],[],,,,,,
S301,W02,examination,What happened after the accused went away initially? They went to the roof and exhorted Babu Ram to fire.,what happened after the accused went away initially? they went to the roof and exhorted babu ram to fire.,[],[],[],[],,,,,,
S302,W02,examination,What weapon was used? Babu Ram fired from a gun.,what weapon was used? babu ram fired from a gun.,[],[],[],[],,,,,,
S303,W02,examination,"Did you suffer any injury? Yes, I suffered a gunshot injury on my leg.","did you suffer any injury? yes, i suffered a gunshot injury on my leg.",[],[],[],[],,,,,,
S304,W08,examination,What did the accused do after the quarrel? They went to the roof of Babu Ram’s house.,what did the accused do after the quarrel? they went to the roof of babu ram’s house.,[],[],[],[],,,,,,
S305,W08,examination,"Who exhorted Babu Ram to fire? Shri Kishan, Sunil, Ravinder and Vijay exhorted him.","who exhorted babu ram to fire? shri kishan, sunil, ravinder and vijay exhorted him.",[],[],[],[],,,,,,
S306,W08,examination,"Who were injured in the firing? Mangat Ram, Anil and Vijay were hit.","who were injured in the firing? mangat ram, anil and vijay were hit.",[],[],[],[],,,,,,
S307,W09,examination,From where did you see the incident? From the roof of Mangat Ram’s house.,from where did you see the incident? from the roof of mangat ram’s house.,[],[],[],[],,,,,,
S308,W09,examination,What did Babu Ram do? He fired indiscriminately at the people below.,what did babu ram do? he fired indiscriminately at the people below.,[],[],[],[],,,,,,
S309,W09,examination,What was the result of the firing? Anil and Vijay died due to gunshot injuries.,what was the result of the firing? anil and vijay died due to gunshot injuries.,[],[],[],[],,,,,,
S310,W13,examination,What did you see during the incident? Babu Ram fired shots while others exhorted him.,what did you see during the incident? babu ram fired shots while others exhorted him.,[],[],[],[],,,,,,
S311,W13,examination,"Did you receive injuries? Yes, I received bullet injuries on my abdomen and buttocks.","did you receive injuries? yes, i received bullet injuries on my abdomen and buttocks.",[],[],[],[],,,,,,
S312,W14,examination,"Where did the firing take place? In Gali No.300, Jahangir Puri.","where did the firing take place? in gali no.300, jahangir puri.",[],[],[],[],,,,,,
S313,W14,examination,Who fired the shots? Babu Ram fired the shots with a gun.,who fired the shots? babu ram fired the shots with a gun.,[],[],[],[],,,,,,
S314,W14,examination,"Were others also injured? Yes, several persons including me were injured.","were others also injured? yes, several persons including me were injured.",[],[],[],[],,,,,,
S315,W15,examination,Who pointed out the victims to the shooter? Sunil and Shri Kishan pointed out Anil and Mangat Ram.,who pointed out the victims to the shooter? sunil and shri kishan pointed out anil and mangat ram.,[],[],[],[],,,,,,
S316,W15,examination,What happened to Anil? Anil was shot and later died.,what happened to anil? anil was shot and later died.,[],[],[],[],,,,,,
S317,W17,examination,Where were you during the incident? I was present in Gali No.300.,where were you during the incident? i was present in gali no.300.,[],[],[],[],,,,,,
S318,W17,examination,What injury did you suffer? A bullet hit my left eye.,what injury did you suffer? a bullet hit my left eye.,[],[],[],[],,,,,,
S319,W17,cross_examination,What was the situation at the spot? There was panic and people were running and pelting stones.,what was the situation at the spot? there was panic and people were running and pelting stones.,[],[],[],[],,,,,,
S320,W18,examination,In what condition was Mangat Ram brought to the hospital? He was brought with a gunshot injury on his leg.,in what condition was mangat ram brought to the hospital? he was brought with a gunshot injury on his leg.,[],[],[],[],,,,,,
S321,W18,examination,What treatment did you provide? I provided first aid and referred him for further treatment.,what treatment did you provide? i provided first aid and referred him for further treatment.,[],[],[],[],,,,,,
S322,W18,examination,"Were the injuries consistent with firearm use? Yes, the injuries were consistent with firearm injuries.","were the injuries consistent with firearm use? yes, the injuries were consistent with firearm injuries.",[],[],[],[],,,,,,
S323,W19,examination,On which bodies did you conduct post-mortem examination? On the bodies of Anil and Vijay.,on which bodies did you conduct post-mortem examination? on the bodies of anil and vijay.,[],[],[],[],,,,,,
S324,W19,examination,What was the cause of death? Death was due to hemorrhagic shock caused by gunshot injuries.,what was the cause of death? death was due to hemorrhagic shock caused by gunshot injuries.,[],[],[],[],,,,,,
S325,W19,examination,"Were the injuries sufficient to cause death in ordinary course? Yes, the injuries were sufficient to cause death.","were the injuries sufficient to cause death in ordinary course? yes, the injuries were sufficient to cause death.",[],[],[],[],,,,,,
S326,W20,examination,What duty were you performing on the date of incident? I was posted as duty officer at the police station.,what duty were you performing on the date of incident? i was posted as duty officer at the police station.,[],[],[],[],,,,,,
S327,W20,examination,What FIRs were registered? FIR Nos. 561/1998 and 562/1998 were registered.,what firs were registered? fir nos. 561/1998 and 562/1998 were registered.,[],[],[],[],,,,,,
